Country,Year,Real_GDP_Per_Capita,NEET_Rate,Unemployment_Rate,Income_Distribution_Ratio,Income_Share_Bottom_40,Renewable_Energy_Share,GHG_Emissions
Poland,2012,10840.0,11.82,10.031,4.92,20.9,5.129951,371665000.0
Poland,2013,10930.0,12.21,10.293,4.88,21.1,5.0515428,368218620.0
Poland,2014,11360.0,11.98,8.971,4.91,21.0,5.9222417,350965900.0
Poland,2015,11870.0,10.99,7.475,4.92,21.1,6.386764,353246460.0
Poland,2016,12240.0,10.52,6.141,4.76,21.3,5.877876,368233060.0
Poland,2017,12870.0,9.48,4.867,4.56,22.1,5.923536,382816480.0
Poland,2018,13680.0,8.66,3.835,4.25,22.6,5.620995,385929600.0
Poland,2019,14310.0,8.13,3.267,4.37,22.3,6.7103744,368757100.0
Poland,2020,14310.0,8.63,3.155,4.07,22.9,7.6632853,350165150.0
Poland,2021,15380.0,11.2,3.268,4.03,23.1,7.5987234,381570560.0
Poland,2022,15840.0,8.02,2.811,3.91,23.5,9.369889,364790200.0
Portugal,2005,19000.0,11.09,7.582,6.96,17.9,7.7011347,80757110.0
Portugal,2006,19280.0,10.61,7.649,6.73,18.3,14.807742,75586180.0
Portugal,2007,19720.0,11.16,7.965,6.47,18.4,15.435332,77730480.0
Portugal,2008,19760.0,10.23,7.553,6.11,18.8,14.553419,72520030.0
Portugal,2009,19120.0,11.21,9.432,6.01,19.2,18.13303,67641080.0
Portugal,2010,19440.0,11.44,10.771,5.56,19.7,26.401539,63694600.0
Portugal,2011,19110.0,12.55,12.682,5.68,19.6,23.6596,63256652.0
Portugal,2012,18410.0,13.91,15.531,5.82,19.6,20.965197,62841880.0
Portugal,2013,18330.0,14.07,16.188,6.01,19.4,28.202065,59548544.0
Portugal,2014,18560.0,12.28,13.897,6.23,19.0,29.760853,58945350.0
Portugal,2015,18920.0,11.27,12.447,6.01,19.4,23.684952,63353732.0
Portugal,2016,19350.0,10.55,11.068,5.88,19.4,28.267733,63091736.0
Portugal,2017,20020.0,9.34,8.869,5.75,19.9,20.605705,69517730.0
Portugal,2018,20620.0,8.37,6.994,5.22,20.5,26.20047,67253440.0
Portugal,2019,21150.0,8.02,6.464,5.16,20.7,25.366495,62671204.0
Portugal,2020,19360.0,9.14,6.801,4.99,21.0,30.634943,56454730.0
Portugal,2021,20390.0,7.74,6.577,5.66,20.0,32.196686,56288932.0
Portugal,2022,21690.0,7.83,6.011,5.13,20.9,28.753206,57205920.0
Romania,2005,6650.0,20.81,7.174,,,11.901315,126940700.0
Romania,2006,7230.0,19.89,7.27,,,10.577703,125813784.0
Romania,2007,7870.0,19.33,6.413,8.11,16.5,9.612095,131642216.0
Romania,2008,8740.0,18.56,5.787,7.0,17.8,10.316839,131680760.0
Romania,2009,8330.0,19.59,6.859,6.53,18.5,10.620992,126626690.0
Romania,2010,8050.0,16.6,6.959,6.11,19.0,13.830446,114868640.0
Romania,2011,8460.0,17.47,7.177,6.24,18.8,10.997363,119924424.0
Romania,2012,8660.0,16.81,6.794,6.6,18.4,10.404408,118898960.0
Romania,2013,8710.0,16.96,7.096,6.83,18.1,14.507258,104690250.0
Romania,2014,9100.0,17.01,6.802,7.24,17.6,17.51321,104500610.0
Romania,2015,9430.0,18.08,6.812,8.32,16.8,18.196003,100242660.0
Romania,2016,9760.0,17.38,5.901,7.2,17.5,18.86743,99327920.0
Romania,2017,10620.0,15.15,4.927,6.45,18.6,16.748291,102292730.0
Romania,2018,11260.0,14.52,4.187,7.21,17.6,17.773447,110894320.0
Romania,2019,11760.0,14.66,3.912,7.08,17.8,17.297361,105487784.0
Romania,2020,11390.0,14.75,5.035,6.62,18.3,18.117058,102381384.0
Romania,2021,12130.0,18.02,5.59,7.1,17.9,18.153149,106956040.0
Romania,2022,12690.0,17.52,5.614,6.0,19.4,17.783123,102138776.0
Slovakia,2005,11070.0,16.86,16.276,3.92,23.8,5.6582713,54324260.0
Slovakia,2006,12050.0,13.92,13.395,4.06,23.5,6.1773915,55375324.0
Slovakia,2007,13340.0,11.63,11.16,3.48,24.9,6.8436675,55212856.0
Slovakia,2008,14030.0,11.43,9.514,3.36,25.1,6.2377963,56450532.0
Slovakia,2009,13230.0,12.96,12.023,3.56,24.6,7.4104877,53656692.0
Slovakia,2010,14100.0,14.57,14.387,3.8,23.9,8.313801,56003684.0
Slovakia,2011,14540.0,14.31,13.634,3.81,24.0,7.509848,56972640.0
Slovakia,2012,14750.0,14.37,13.966,3.73,23.9,8.348838,55466416.0
Slovakia,2013,14830.0,14.26,14.226,3.58,24.5,9.315094,57092640.0
Slovakia,2014,15220.0,14.07,11.536,3.93,23.8,10.175566,57506210.0
Slovakia,2015,16000.0,13.97,11.492,3.54,24.8,9.930641,62561244.0
Slovakia,2016,16280.0,12.69,9.679,3.63,24.5,10.576948,56656980.0
Slovakia,2017,16730.0,12.33,8.142,3.49,25.0,9.896002,52375292.0
Slovakia,2018,17380.0,10.4,6.544,3.03,26.2,9.0469055,46625380.0
Slovakia,2019,17760.0,10.48,5.761,3.34,25.1,10.548755,40352696.0
Slovakia,2020,17270.0,10.75,6.719,3.03,26.1,11.039277,34526124.0
Slovakia,2021,18320.0,11.08,6.894,3.2,25.5,10.213474,36120230.0
Slovakia,2022,18360.0,9.99,6.143,3.12,26.0,9.672483,29907428.0
Slovenia,2005,18610.0,8.93,6.506,3.43,25.0,11.438244,21856674.0
Slovenia,2006,19640.0,8.52,5.95,3.39,25.0,11.735153,22510174.0
Slovenia,2007,20930.0,6.7,4.818,3.31,25.3,10.853186,28042980.0
Slovenia,2008,21600.0,6.5,4.371,3.36,25.2,12.745639,25025690.0
Slovenia,2009,19770.0,7.46,5.858,3.24,25.5,15.641199,23418116.0
Slovenia,2010,19920.0,7.11,7.236,3.42,24.9,15.2275305,23963640.0
Slovenia,2011,20010.0,7.08,8.166,3.46,24.7,12.763015,23765690.0
Slovenia,2012,19390.0,9.28,8.841,3.44,24.8,14.747408,23666532.0
Slovenia,2013,19210.0,9.24,10.103,3.6,24.4,17.451124,22525284.0
Slovenia,2014,19720.0,9.42,9.668,3.7,24.1,21.441113,20344140.0
Slovenia,2015,20170.0,9.51,8.962,3.6,24.4,15.619395,20779568.0
Slovenia,2016,20770.0,8.03,8.0,3.56,24.4,16.630552,21581474.0
Slovenia,2017,21830.0,6.52,6.564,3.42,24.8,14.549611,21757388.0
Slovenia,2018,22720.0,6.62,5.108,3.38,25.0,17.277668,20910318.0
Slovenia,2019,23330.0,7.03,4.446,3.39,24.9,17.430365,20625720.0
Slovenia,2020,22230.0,7.68,4.971,3.32,25.0,19.77838,18887566.0
Slovenia,2021,24040.0,6.6,4.744,3.24,25.4,19.610497,18890754.0
Slovenia,2022,24660.0,8.23,4.011,3.28,25.2,15.911842,18106360.0
Spain,2005,25000.0,12.96,9.146,5.55,19.8,6.4418535,426566900.0
Spain,2006,25600.0,11.12,8.452,5.52,19.8,7.9334793,415751260.0
Spain,2007,25990.0,10.85,8.232,5.48,19.9,8.869269,426040060.0
Spain,2008,25760.0,13.24,11.254,5.59,19.8,9.9720745,390615300.0
Spain,2009,24590.0,17.4,17.857,5.87,19.5,12.912886,353437860.0
Spain,2010,24510.0,17.13,19.86,6.16,19.2,16.490276,336454400.0
Spain,2011,24260.0,17.58,21.39,6.28,18.9,15.328785,353413540.0
Spain,2012,23560.0,16.84,24.789,6.47,18.7,15.917162,331114300.0
Spain,2013,23310.0,17.9,26.094,6.29,18.9,19.290365,305802850.0
Spain,2014,23730.0,15.75,24.441,6.81,18.2,19.445473,308413300.0
Spain,2015,24720.0,14.6,22.057,6.87,18.2,16.977324,324089500.0
Spain,2016,25420.0,13.79,19.635,6.6,18.4,18.117424,313607200.0
Spain,2017,26110.0,12.15,17.224,6.59,18.5,15.319087,330348400.0
Spain,2018,26620.0,11.84,15.255,6.03,19.1,17.922855,326443940.0
Spain,2019,26930.0,11.58,14.104,5.94,19.3,17.063374,307787620.0
Spain,2020,23850.0,13.68,15.532,5.77,19.5,21.929209,270245920.0
Spain,2021,25440.0,11.48,14.781,6.19,19.1,22.27165,288960600.0
Spain,2022,26820.0,9.05,12.917,5.63,19.8,20.876808,295155700.0
Sweden,2005,41330.0,14.54,7.81,3.33,25.4,33.911415,87589590.0
Sweden,2006,42990.0,9.35,7.066,3.58,24.6,31.833075,89931880.0
Sweden,2007,44080.0,7.54,6.161,3.35,25.2,34.159508,89335860.0
Sweden,2008,43330.0,7.87,6.235,3.7,24.0,36.04815,85546320.0
Sweden,2009,41130.0,9.64,8.351,3.96,23.4,38.65646,81297740.0
Sweden,2010,43130.0,7.79,8.61,3.85,23.6,37.370335,88075816.0
Sweden,2011,44150.0,7.64,7.804,3.95,23.3,38.675858,82093370.0
Sweden,2012,43650.0,7.9,7.976,3.98,23.2,42.3462,79582190.0
Sweden,2013,43770.0,7.52,8.052,3.97,23.3,38.2202,76917090.0
Sweden,2014,44330.0,7.25,7.954,4.15,22.9,39.70318,74929930.0
Sweden,2015,45790.0,6.81,7.432,4.06,22.9,45.535107,75343464.0
Sweden,2016,46220.0,6.59,6.99,4.25,22.6,40.905605,75775430.0
Sweden,2017,46420.0,6.27,6.718,4.27,22.5,41.625465,75909460.0
Sweden,2018,46700.0,6.17,6.365,4.13,22.8,41.606827,74144260.0
Sweden,2019,47410.0,5.53,6.833,4.33,22.4,43.746517,72984104.0
Sweden,2020,46180.0,6.52,8.291,4.12,22.8,51.05583,69069270.0
Sweden,2021,48300.0,5.07,8.722,4.04,22.9,50.009987,72091630.0
Sweden,2022,48390.0,4.96,7.392,4.34,22.4,52.433502,69974670.0
Switzerland,2005,67440.0,8.67,4.437,,,26.139725,53415910.0
Switzerland,2006,69750.0,8.57,3.995,,,25.216665,53063484.0
Switzerland,2007,71840.0,7.86,3.641,4.71,21.6,28.119028,51069990.0
Switzerland,2008,72990.0,8.03,3.35,4.86,21.2,27.972147,52367070.0
Switzerland,2009,70520.0,8.44,4.109,4.76,21.4,28.183937,50638180.0
Switzerland,2010,72250.0,8.45,4.808,4.48,21.9,27.969475,52288220.0
Switzerland,2011,72900.0,7.91,4.409,4.52,21.9,27.143543,48006864.0
Switzerland,2012,72960.0,8.8,4.491,4.4,22.2,30.448433,49305964.0
Switzerland,2013,73420.0,9.58,4.747,4.22,22.6,29.926266,50493156.0
Switzerland,2014,74230.0,9.11,4.826,4.42,22.2,31.115068,46352910.0
Switzerland,2015,74530.0,9.35,4.801,4.48,22.1,32.12223,45879580.0
Switzerland,2016,75260.0,8.67,4.918,4.42,22.1,31.375622,46344548.0
Switzerland,2017,75580.0,8.13,4.797,4.63,21.9,31.292732,45510910.0
Switzerland,2018,77180.0,7.93,4.713,4.5,22.0,31.434002,44125000.0
Switzerland,2019,77510.0,7.71,4.394,4.75,21.5,32.558853,43801396.0
Switzerland,2020,75280.0,8.62,4.817,4.89,21.3,35.59849,41315708.0
Switzerland,2021,78880.0,9.89,5.013,4.86,21.2,37.27572,43005644.0
Switzerland,2022,80600.0,9.71,4.122,4.77,21.4,31.095837,40056236.0
